"SMILES","PKM2_inhibition","ERK2_inhibition"
"CCCCOC(=O)[C@H]1[C@H]2C(=O)N([C@H](C)c3ccc(OC)cc3)C[C@]23C=C[C@H]1O3",0,0
"CCCC[S@@](=O)C[C@H](COc1ccc(Cl)cc1)OC(=O)c1ccccc1",0,0
"CCCCn1c(SCC(=O)c2ccc3c(c2)OCCO3)nnc1-c1ccoc1C",0,0
"CCCOCCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cc(Cl)c(O)c(OC)c1",0,0
"CCC[NH+]1[C@@H]2CCC[C@H]1CC(NC(=O)c1cc(OC)c(OC)c(OC)c1)C2",0,0
"CCCn1c(=O)c2ccccc2n2c(SCN3C(=O)c4ccccc4C3=O)nnc12",0,0
"CCCn1c(SCC(=O)Nc2cccc(C(=O)OCC)c2)nnc1-c1ccoc1C",0,0
"CCCn1cc(S(=O)(=O)CC(=O)Nc2ccc(OCC)cc2)c2ccccc21",0,0
"CCN(CC)S(=O)(=O)c1ccc(/C(O)=C(\C#N)c2nc3ccccc3n2C)cc1",0,0
"CCN(CC)S(=O)(=O)c1ccc2nc(COC(=O)c3n[nH]c4ccccc34)[nH]c2c1",0,0
"CCN(CC)c1ccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3cccnc3)C2)c(C)c1",0,0
"CCN1C(c2ccc(F)cc2)=CS/C1=C(\C#N)c1nnc2n1-c1ccccc1SC2",0,0
"CCOC(=O)CCN(Cc1cccs1)S(=O)(=O)c1ccc(Cl)cc1",0,0
"CCOC(=O)CNC(=O)CSc1nnc(-c2ccco2)n1Cc1ccco1",0,0
"CCOC(=O)CSC1=C(C#N)[C@@H](c2ccc(C)cc2)C2=C(CCCC2=O)N1",0,0
"CCOC(=O)Cc1csc(NC(=O)CS(=O)(=O)Cc2ccccc2)n1",0,0
"CCOC(=O)N1CCC(NC(=O)[C@@H](C)n2c3ccccc3c3cnn(C)c(=O)c32)CC1",0,0
"CCOC(=O)N1CCC(n2c(=S)[nH]c3cc(OC)c(OC)cc3c2=O)CC1",0,0
"CCOC(=O)N1CCN(C(=O)COc2cc(=O)n(C)c3ccccc23)CC1",0,0
"CCOC(=O)N1CCN(C(=O)COc2cc(=O)n(CC)c3ccccc23)CC1",0,0
"CCOC(=O)N1CCN(C(=O)[C@H](NC(=O)C2CCC(C)CC2)C(C)C)CC1",0,0
"CCOC(=O)N1CCN(C(=O)c2cccn3c(=O)c4sccc4nc23)CC1",0,0
"CCOC(=O)N1CCN(c2ncnc3c2oc2nc(C)c4c(c23)CC(C)(C)OC4)CC1",0,0
"CCOC(=O)[C@@H]1C(=O)N(C(=O)c2cncc(Br)c2)C[C@H]1c1ccccc1",0,0
"CCOC(=O)[C@H]1CCCN(C(=O)CN2C(=O)[C@@H](CC)Oc3ccc(C)cc32)C1",0,0
"CCOC(=O)[C@](NC(=O)c1ccccc1OCC)(Nc1ncccn1)C(F)(F)F",0,0
"CCOC(=O)c1cc2c(ccn2C)n1CC(=O)N1CCN(c2ccccc2OC)CC1",0,0
"CCOC(=O)c1ccc(N2C(=O)C(O)=C(C(C)=O)[C@H]2c2ccc(O)c(OC)c2)cc1",0,0
"CCOC(=O)c1cnc(SCC(=O)Nc2cc(OC)cc(OC)c2)nc1N",0,0
"CCOC(=O)c1sc(NC(=O)CSc2nncs2)c(C(=O)OCC)c1C",0,0
"CCOCCCn1c(=S)[nH]c2cc(C(=O)N3CC[NH+](C)CC3)ccc2c1=O",0,0
"CCOCCCn1c(=S)[nH]c2cc(C(=O)NCC[NH+](CC)CC)ccc2c1=O",0,0
"CCOc1cc(NS(=O)(=O)CC)c(OCC)cc1NC(=O)c1ccco1",0,0
"CCOc1ccc(-n2c(Cc3cc(=O)[nH]c(=O)[nH]3)nnc2SCC)cc1",0,0
"CCOc1ccc(N(CC(=O)NC(C)(C)C)S(=O)(=O)c2c(C)noc2C)cc1",0,0
"CCOc1ccc(N(CC)S(=O)(=O)c2ccc3c(c2)oc(=O)n3C)cc1",0,0
"CCOc1ccc(NC(=O)CN2CC[NH+](CC(=O)Nc3ccc(F)c(F)c3)CC2)cc1",0,0
"CCOc1ccc(NC(=O)N2CC=C(n3c(=O)[nH]c4ccccc43)CC2)cc1",0,0
"CCOc1ccc(OCC)c(NC(=O)CCCN2C(=O)c3cccnc3C2=O)c1",0,0
"CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]",0,0
"CCOc1ccccc1C(=O)NC1CC[NH+](Cc2nnnn2C2CCCC2)CC1",0,0
"CCOc1ccccc1C[N@@H+](CCc1ccc2c(c1)OCO2)Cc1ccccn1",0,0
"CCOc1nc(-c2ccc(OC)cc2)ccc1-c1noc(-c2ccncc2)n1",0,0
"CC[C@@H](C)NC(=O)c1c(N)n(/N=C/c2ccccn2)c2nc3ccccc3nc12",0,0
"CC[C@@H](C)NC(=O)c1cn(CC)c2ccc(S(=O)(=O)N(C)C)cc2c1=O",0,0
"CC[C@H](c1nnnn1Cc1ccc2c(c1)OCO2)[NH+]1CCN(c2ccccc2)CC1",0,0
"CC[C@](C)(C(=O)NC1CCCCC1)N(Cc1ccco1)C(=O)c1ccc2c(c1)OCO2",0,0
"CC[NH+](CC)CCCNC(=O)[C@@H]1c2ccccc2C(=O)N1Cc1ccc(C)cc1",0,0
"CCc1ccc(N2C(=O)[C@H]3[C@H](ON(c4ccccc4)[C@@H]3c3ccco3)C2=O)cc1",0,0
"CCc1ccccc1-n1c(SCC(=O)N2CCCC2)nnc1-c1ccccn1",0,0
"CCc1nnc(NC(=O)CCC(=O)N2CC[NH+](Cc3ccccc3)CC2)s1",0,0
"CCc1nnc(NC(=O)c2ccc(S(=O)(=O)N(CC)Cc3ccccc3)cc2)o1",0,0
"CCn1c(=O)cc(OCC(=O)N2CCN(C(=O)c3ccco3)CC2)c2ccccc21",0,0
"CCn1c(SCC(=O)NCC(=O)Nc2ccc(F)cc2)nnc1-c1cccs1",0,0
"CCn1c(SCC(=O)Nc2cc(F)ccc2C)nnc1-c1ccccc1O",0,0
"CCn1c2ccccc2c2nnc(SCC(=O)Nc3ccc4c(c3)OCO4)nc21",0,0
"CCn1nnc(-c2ccccc2NC(=O)c2cc(OC)c(OC)c(OC)c2)n1",0,0
"CN(C(=O)COc1nnc(-c2cccs2)c(-c2cccs2)n1)c1ccccc1",0,0
"CN(Cc1ccccc1)C(=O)CCCn1c(=O)[nH]c2cc(Cl)ccc2c1=O",0,0
"CN1CC[NH+](C[C@H](O)COc2ccc(OC[C@@H](O)C[NH+]3CCN(C)CC3)cc2)CC1",0,0
"COC(=O)CSc1nnc(CNC(=O)c2ccco2)n1-c1ccc(F)cc1",0,0
"COC(=O)c1cc2nc(-c3ccc(OC)c(OC)c3)cc(C(F)(F)F)n2n1",0,0
"COC(=O)c1cc2sc(Cl)cc2n1CC(=O)Nc1cccc(SC)c1",0,0
"COC(=O)c1cc2sccc2n1CC(=O)Nc1cc(OC)cc(OC)c1",0,0
"COC(=O)c1cccc(NC(=O)CSc2nc(=O)cc(N)n2-c2ccccc2)c1",0,0
"COC(=O)c1ccccc1NC(=O)CSc1nnc(Cc2ccc(Cl)cc2)o1",0,0
"COC(=O)c1ccccc1NC(=O)C[NH+]1CCC(n2nnc3cc(C)ccc32)CC1",0,0
"COC(=O)c1ccccc1NC(=O)C[NH+]1CCN(C(=O)c2ccco2)CC1",0,0
"COC(=O)c1ccccc1N[C@@H](NC(=O)c1ccco1)C(=O)c1ccc(C)cc1",0,0
"COCCCN1C(=O)C(=O)C(=C([O-])c2ccc(OCC(C)C)cc2)[C@H]1c1cccnc1",0,0
"COCCCNC(=O)CS(=O)(=O)Cc1nc(-c2ccccc2C)oc1C",0,0
"COCCCn1c(-c2ccsc2)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1",0,0
"COCCNC(=O)CN(c1cc(C(F)(F)F)ccc1Cl)S(C)(=O)=O",0,0
"COCCNC(=O)c1ccc(N2CCCCC2)c(NS(=O)(=O)c2ccc(C)cc2)c1",0,0
"COCCOC(=O)C1=C(C)[NH+]=C2SCCC(=O)N2[C@@H]1/C=C/c1ccccc1",0,0
"COCc1nnc(SCC(=O)N[C@H](C)c2ccccc2)n1-c1ccccc1",0,0
"COCc1nnc(SCC(=O)Nc2cccc(Cl)c2C)n1-c1ccccc1",0,0
"COc1cc(C(=O)NCCC(=O)NC2CCCCCCC2)cc(OC)c1OC",0,0
"COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)[O-])c(O)c2C)c(OC)c1C",0,0
"COc1cc(CC(=O)Nc2ccc(S(=O)(=O)N(C)C)cc2)cc(OC)c1OC",0,0
"COc1cc(CC2C(=O)N(C)C(=O)N(C)C2=O)ccc1OCc1ccccc1",0,0
"COc1cc(C[NH+]2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc(OC)c1OC",0,0
"COc1cc([C@@H]2C(C(N)=O)=C(C)Nc3nc(CCCO)nn32)cc(OC)c1OC",0,0
"COc1cc([C@H]2CC(=O)NC(SCC(=O)Nc3ccccc3C)=C2C#N)ccc1O",0,0
"COc1ccc(-c2nc(C[S@](=O)CC(=O)NCc3ccc(Cl)cc3)c(C)o2)cc1",0,0
"COc1ccc(-c2nc3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3o2)cc1",0,0
"COc1ccc(-c2nc3ccccc3c(=O)n2CCC[NH+]2CCOCC2)cc1",0,0
"COc1ccc(-c2nnc(SCc3nnc(-c4ccccc4)o3)n2C)cc1OC",0,0
"COc1ccc(-c2noc(CCC(=O)N3CC[NH+](Cc4ccccc4)CC3)n2)cc1",0,0
"COc1ccc(-n2ccnc2SCC(=O)NCc2ccc3c(c2)OCO3)cc1",0,0
"COc1ccc(C(=O)N(CCCO)Cc2cc3c(C)ccc(C)c3[nH]c2=O)cc1OC",0,0
"COc1ccc(C(=O)N(Cc2nc(-c3ccc(C)cc3)no2)C(C)C)cc1OC",0,0
"COc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)cc1",0,0
"COc1ccc(C2=NO[C@@H]3C(=O)N(c4ccc(C)cc4C)C(=O)[C@H]23)cc1OC",0,0
"COc1ccc(CCN(C)C(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1OC",0,0
"COc1ccc(CCN2C(=O)C[C@@H]([NH2+]Cc3ccc4c(c3)OCO4)C2=O)cc1OC",0,0
"COc1ccc(CNC(=O)COC(=O)c2n[nH]c3ccccc23)cc1OC",0,0
"COc1ccc(CNc2n[nH]c(NCc3ccc(OC)c(OC)c3)n2)cc1OC",0,0
"COc1ccc(CNc2nc(-c3cccnc3)nn2C(=O)c2cccs2)cc1",0,0
"COc1ccc(N(Cc2cc3cc(OC)ccc3[nH]c2=O)S(C)(=O)=O)cc1",0,0
"COc1ccc(NC(=O)CCNC(=O)Cn2ccc3ccccc3c2=O)c(OC)c1",0,0
"COc1ccc(NC(=O)CS[C@@H]2CC(=O)N(c3ccc4c(c3)OCCO4)C2=O)cc1",0,0
"COc1ccc(NC(C)=O)cc1NC(=O)CCn1c(=O)sc2ccccc21",0,0
"COc1ccc(OC)c(NC(=O)CSc2nnc(C)n2Cc2ccccc2)c1",0,0
"COc1ccc(OC)c(NC(=O)c2nnn(Cc3ccccc3C)c2N)c1",0,0
"COc1ccc(OC)c([C@H](c2nnnn2C[C@H]2CCCO2)[NH+]2CCN(C)CC2)c1",0,0
"COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)N3CCOCC3)cc2)cc1OC",0,0
"COc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCc4ccccc4C3)CC2)cc1",0,0
"COc1ccc([C@@H]2C(C(N)=O)=C(C)Nc3nc(-c4ccccc4)nn32)cc1OC",0,0
"COc1ccc([C@@H]2C[C@H](C(F)(F)F)n3nc(CO)c(Cl)c3N2)cc1OC",0,0
"COc1ccc2cc3cc(C(=O)Nc4ccccc4N4CC[NH+](C)CC4)oc3nc2c1",0,0
"COc1cccc(C(=O)N(Cc2ccc(N(C)C)cc2)[C@@H]2CCS(=O)(=O)C2)c1",0,0
"COc1cccc(C(=O)Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)c1",0,0
"COc1cccc(NC(=O)c2nnn(Cc3ccc(Br)cc3F)c2N)c1",0,0
"COc1cccc(OC)c1NC(=O)[C@H]1CCCN1C(=O)NCc1ccccc1",0,0
"COc1cccc([C@H]2NC(=O)NC(C)=C2C(=O)Nc2cc(OC)ccc2OC)c1",0,0
"COc1cccc2cc(C(=O)Nc3cccnc3N3CCOCC3)c(=O)oc12",0,0
"COc1ccccc1N1CCN(C(=O)c2ccccc2Oc2ccccc2)CC1",0,0
"COc1ccccc1N1CCN(S(=O)(=O)C[C@]23CC[C@H](CC2=O)C3(C)C)CC1",0,0
"COc1ccccc1NC(=O)C[NH+]1CCN(C2c3ccccc3-c3ccccc32)CC1",0,0
"COc1ccccc1Nc1nc(N)nc(CSc2nc(C)cc(C)n2)n1",0,0
"COc1ccccc1S(=O)(=O)Cc1ccc(C(=O)NCc2ccc3c(c2)OCO3)o1",0,0
"COc1ccccc1[C@@H]1C(C(N)=O)=C(C)Nc2nc(-c3ccccc3Cl)nn21",0,0
"CS(=O)(=O)N(C(=O)[N-]C(=O)N[C@@H]1CCS(=O)(=O)C1)C1CCCCC1",0,0
"CS(=O)(=O)N1CCc2cc(-c3csc(NC(=O)Cc4cccs4)n3)ccc21",0,0
"CS(=O)(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)N2CCCC2)cc1",0,0
"C[C@@H]1C=C[C@](Cc2ccccc2)(C(=O)NCC2CC2)N1C(=O)c1ccccc1",0,0
"C[C@@H]1Cc2ccccc2N1C(=O)CSc1nnc(CSc2ncccn2)n1C",0,0
"C[N@H+]1CSC2=C(C#N)[C@@H](c3cccc(OCc4ccccc4)c3)CC(=O)N2C1",0,0
"C[NH+]1CCN(S(=O)(=O)c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)CC1",0,0
"Cc1[nH]c(=O)[nH]c(=O)c1NC(=O)CSc1ncccc1-c1nc2ccccc2[nH]1",0,0
"Cc1c(/N=C/C=C2\N(C)c3ccccc3C2(C)C)c(=O)n(-c2ccccc2)n1C",0,0
"Cc1c(N2C(=O)[C@@H](C)S[C@@]23C(=O)Nc2ccccc23)c(=O)n(-c2ccccc2)n1C",0,0
"Cc1c(NS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)c(=O)n(-c2ccccc2)n1C",0,0
"Cc1cc(C(=O)Cn2nnc3ccccc3c2=O)c(C)n1Cc1cccs1",0,0
"Cc1cc(C)cc(NC(=O)CN(C)S(=O)(=O)c2cccc3nsnc23)c1",0,0
"Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2C[C@H](O)COc2ccccc2)n1",0,0
"Cc1cc(Cl)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)cc1OCC(N)=O",0,0
"Cc1cc(NC(=O)c2cc3n(n2)[C@@H](C(F)(F)F)C[C@@H](c2ccco2)N3)no1",0,0
"Cc1cc2nc(NC3=NC[N@H+](CCN4CCOCC4)CN3)nc(C)c2cc1C",0,0
"Cc1ccc(-n2c(SCC(=O)N3CCOCC3)nnc2-c2cccnc2)cc1C",0,0
"Cc1ccc(C)c(N2CCN(C(=O)CN(C)S(=O)(=O)c3cnc[nH]3)CC2)c1",0,0
"Cc1ccc(Cn2c(C[N@H+](C)Cc3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)cc1",0,0
"Cc1ccc(Cn2nc(C)c(NC(=O)c3cc(-c4ccco4)on3)c2C)cc1",0,0
"Cc1ccc(NC(=O)CN(C)C(=O)CCCN2C(=O)c3ccccc3C2=O)cc1",0,0
"Cc1ccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3c(C)noc3C)C2)c(C)c1",0,0
"Cc1ccc(NS(=O)(=O)c2cc(C(=O)N3CCOCC3)ccc2C)cc1C",0,0
"Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCC4(CC3)OCCO4)CC2)cc1",0,0
"Cc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)NCc1ccc(F)cc1",0,0
"Cc1ccc([C@@H](C(=O)NC(C)(C)C)N(C(=O)c2csnn2)c2cccc(F)c2)o1",0,0
"Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3C)S[C@H](C)C4)sc2c1",0,0
"Cc1cccc(-n2ncc3c(Nc4c(C)n(C)n(-c5ccccc5)c4=O)ncnc32)c1",0,0
"Cc1cccc(C)c1NC(=O)C[S@@](=O)CC(=O)N[C@@H]1CCCc2ccccc21",0,0
"Cc1cccc(N2CCN(C(=O)c3cc4c(=O)n(C)c5ccccc5c4n3C)CC2)c1C",0,0
"Cc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3cccc4cccnc34)C2)c1",0,0
"Cc1ccccc1-n1c(Cn2c(=O)sc3ccccc32)nnc1SCC(N)=O",0,0
"Cc1ccccc1C(=O)NC1CC[NH+](Cc2nnnn2CCc2ccccc2)CC1",0,0
"Cc1ccccc1CS(=O)(=O)Cc1ccc(C(=O)NCCC[NH+]2CCOCC2)o1",0,0
"Cc1ccccc1NC(=O)c1cnn(-c2ccccc2)c1NC(=O)c1ccco1",0,0
"Cc1ccccc1Nc1nc(CSc2nnc(-c3ccoc3C)n2C)cs1",0,0
"Cc1ccccc1OCc1nnc(SCC(=O)Nc2ccc3c(c2)OCO3)n1C",0,0
"Cc1n[nH]c(C)c1S(=O)(=O)N1CCC[C@H](C(=O)Nc2ccc3c(c2)OCCO3)C1",0,0
"Cc1nc(NCc2ccccc2)c2nc(-c3ccccc3)n(CCC[NH+](C)C)c2n1",0,0
"Cc1nc2ccc(S(=O)(=O)N[C@@H](C(=O)N3CCCCCC3)C(C)C)cc2s1",0,0
"Cc1nc2ccc3nc(NC(=O)c4ccc5c(c4)OCCO5)sc3c2s1",0,0
"Cc1nn(-c2ccc(Cl)cc2)c2sc(C(=O)N3CCN(c4ccccn4)CC3)cc12",0,0
"Cc1nn(-c2ccccc2)c(C)c1C(=O)OC/C(O)=C(\C#N)c1nc2ccccc2[nH]1",0,0
"Cc1nn(-c2ccccc2)c(OC(=O)c2cccs2)c1S(=O)(=O)c1ccccc1",0,0
"Cc1nn(-c2ccccc2)c2c1[C@@]1(C(=O)N(C(C)C)c3ccccc31)C(C#N)=C([NH3+])O2",0,0
"Cc1nn(C)c(C)c1S(=O)(=O)N1CCC(C(=O)NCCC2=CCCCC2)CC1",0,0
"Cc1nn(C)cc1NC(=O)CCSc1nc(-c2ccco2)cc(C(F)(F)F)n1",0,0
"Cc1nnc(SCC(=O)NCCOc2ccc(Cl)cc2)n1-c1ccccc1",0,0
"Cc1noc(C)c1CSc1nnc(-c2ccncc2)n1-c1cccc(Cl)c1C",0,0
"Cc1noc(C)c1S(=O)(=O)[N-]c1ccc(C(=O)NC2CCCCC2)cc1",0,0
"Cc1occc1-c1nnc(SCC(=O)c2ccc(Cl)cc2)n1C[C@H]1CCCO1",0,0
"Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NCC[NH+]1CCOCC1",0,0
"Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1",0,0
"Cn1c(=O)[nH]c(=O)c2c1nc(N1CC[NH+](C)CC1)n2CCSc1ncccn1",0,0
"Cn1c(=O)c2c(nc(C[NH+]3CCOCC3)n2CCCc2ccccc2)n(C)c1=O",0,0
"Cn1c(=O)c2c(nc(C[NH+]3CCOCC3)n2CC[NH+]2CCOCC2)n(C)c1=O",0,0
"Cn1c(=O)c2c(nc(NC3CCCCC3)n2C[C@H](O)COc2ccccc2)n(C)c1=O",0,0
"Cn1c(=O)c2ncn(CC(=O)NCCOc3ccc(C(C)(C)C)cc3)c2n(C)c1=O",0,0
"Cn1c(C(=O)N2CCC3(CC2)OCCO3)cc2c(=O)n(C)c3ccccc3c21",0,0
"Fc1ccccc1N1CC[NH+]([C@H](c2ccccn2)c2nnnn2C2CCCCC2)CC1",0,0
"NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](CC1CCCC1)NS2(=O)=O",0,0
"O=C(C1=C(O)C(=O)N(CCc2ccccc2)[C@@H]1c1cccnc1)c1ccco1",0,0
"O=C(CCC(=O)N1CCN(c2ccccn2)CC1)Nc1nnc(C2CCCCC2)s1",0,0
"O=C(CC[NH+]1CCN(CC(=O)Nc2ccccc2F)CC1)Nc1ccccc1F",0,0
"O=C(CS(=O)(=O)Cc1ccccc1)N1CCN(C(=O)c2ccco2)CC1",0,0
"O=C(CSc1nc2c(c(=O)n1-c1ccc(F)cc1)SCC2)N1CCCC1",0,0
"O=C(CSc1nnc(-c2ccco2)n1C[C@H]1CCCO1)NC1CCCC1",0,0
"O=C(C[NH+]1CCN(c2ccccn2)CC1)N(c1ccccc1)c1ccc2ccccc2c1",0,0
"O=C(C[NH+]1CCN(c2nc(-c3ccccc3)cs2)CC1)Nc1ccc2c(c1)OCO2",0,0
"O=C(C[NH+]1CCN(c2ncccn2)CC1)N(Cc1ccccc1)c1ccc(F)cc1",0,0
"O=C(Cn1c(=O)sc2ccccc21)Nc1ccc(S(=O)(=O)N2CCCC2)cc1",0,0
"O=C(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N1CCOCC1",0,0
"O=C(NC1CCCC1)[C@H](c1cccs1)N(Cc1ccco1)C(=O)c1csnn1",0,0
"O=C(NC1CCCCC1)[C@H](c1cccs1)N(C[C@H]1CCCO1)C(=O)c1csnn1",0,0
"O=C(NC1CCCCCC1)c1cc2n(n1)[C@@H](C(F)(F)F)C[C@@H](c1ccco1)N2",0,0
"O=C(NCC[NH+]1CCOCC1)c1ccc(CS(=O)(=O)Cc2ccccc2F)o1",0,0
"O=C(NCc1ccco1)c1c[nH]c2ccc(S(=O)(=O)N3CCOCC3)cc2c1=O",0,0
"O=C(NCc1ccco1)c1nc2nc(-c3cccs3)cc(C(F)(F)F)n2n1",0,0
"O=C(NCc1nc2ccccc2[nH]1)c1ccc(S(=O)(=O)N2CCOCC2)cc1",0,0
"O=C(N[C@H](Cc1c[nH]c2ccccc12)c1nnc2n1CCCCC2)c1cccs1",0,0
"O=C(Nc1ccc(Cl)cc1C(=O)NCC[NH+]1CCOCC1)c1ccco1",0,0
"O=C(Nc1ccc(N2CC[NH+](Cc3ccccc3Cl)CC2)cc1)c1cccnc1",0,0
"O=C(Nc1ccc(Oc2ccc(NC(=O)[C@H]3CCCO3)cc2)cc1)[C@H]1CCCO1",0,0
"O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1)[C@H]1CCCO1",0,0
"O=C(Nc1ccc2c(c1)oc1ccc(S(=O)(=O)N3CCCC3)cc12)C1CC1",0,0
"O=C(Nc1nc(-c2ccccc2)cs1)[C@H]1CCCCN1S(=O)(=O)c1ccccc1",0,0
"O=C(O[C@H](C(=O)NCc1ccc2c(c1)OCO2)c1ccc(Cl)cc1)c1ccco1",0,0
"O=C([O-])c1ccc(N2C(=O)[C@H]3[C@H](ON(c4ccccc4)[C@@H]3c3ccccc3F)C2=O)cc1",0,0
"O=C(c1cc(C2CC2)on1)N1CC[NH+](C(c2ccccc2)c2ccccc2)CC1",0,0
"O=C(c1ccco1)N1CC[NH+]([C@H](c2cccs2)c2nnnn2C2CCCCC2)CC1",0,0
"O=C1CCCC2=C1[C@@H](c1cccs1)n1nc(SCc3ccccc3F)nc1N2",0,0
"O=C1CCCc2c1cc(C(=O)N[C@@H]1CCSC1=O)c(=O)n2-c1ccccc1",0,0
"O=C1CN(C(=O)CSc2nnnn2-c2ccc(Cl)cc2)c2ccccc2N1",0,0
"O=C1C[C@@H](c2ccc(F)cc2)Cc2nc(N3CCN(c4ccccc4)CC3)ncc21",0,0
"O=C1C[C@H](C(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)C2(CCCCC2)O1",0,0
"O=C1Nc2ccccc2[C@](O)(C(=O)NCc2ccco2)N1c1ccc(Cl)cc1",0,0
"O=S(=O)(c1ccccc1)N1CC[NH+](C2CC[NH+](Cc3ccccc3)CC2)CC1",0,0
"O=S1(=O)N=C(Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)c2ccccc21",0,0
"O=c1cc(N2CCN(c3ccccc3)CC2)[nH]c(=O)n1-c1ccccc1Cl",0,0
"OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1",0,0
"c1ccc(-c2cc(-c3nn4c(-c5ccco5)nnc4s3)c3ccccc3n2)cc1",0,0
"C(#CC[NH+]1CCOCC1)COCC#Cc1ccccc1",0,0
"C/C(=N/Cc1ccco1)C1=C([O-])c2ccccc2C1=O",0,0
"C/C(=N\CCCn1ccnc1)C1=C([O-])c2ccccc2C1=O",0,0
"C/C(=N\CC[NH+]1CCOCC1)C1=C([O-])c2ccccc2C1=O",0,0
"C=CCN(CC=C)C(=O)CCCC(=O)N(CC=C)CC=C",0,0
"C=CCSc1nnc(Cc2c(C)[nH]c3ccccc23)o1",0,0
"C=CCn1c(SCC(=O)C(C)(C)C)nnc1-c1ccccn1",0,0
"C=CCn1c(SCC(N)=O)nnc1-c1ccccc1O",0,0
"C=CCn1c(SCCC#N)nnc1-c1ccncc1",0,0
"CC(=C1C(=O)c2ccccc2C1=O)[N@@H+]1CCc2ccccc2C1",0,0
"CC(=O)N(CC(C)(C)CC=C(C)C)c1ccccc1",0,0
"CC(=O)N(c1ccc(C)cc1)[C@@H]1C=CS(=O)(=O)C1",0,0
"CC(=O)N1CCc2cc(NC(=O)c3ccc(C)cc3)ccc21",0,0
"CC(=O)Nc1cc(NC(=O)CCCC(=O)[O-])ccc1Cl",0,0
"CC(=O)Nc1ccc(N/C=C/C(=O)C(C)(C)C)cc1",0,0
"CC(=O)Nc1ccc(NC(=O)c2ccccc2F)cc1",0,0
"CC(=O)Nc1cccc(NC(=O)[C@H]2C[C@H]3CC[C@@H]2C3)c1",0,0
"CC(=O)Nc1nc2ccccc2n1Cc1ccccc1C",0,0
"CC(=O)O[C@@]1(c2ccccc2)CC[N@@H+](C)[C@@H]2CCCC[C@H]21",0,0
"CC(=O)c1c(COC(=O)c2ccco2)nc2ccccc2[n+]1[O-]",0,0
"CC(=O)c1ccc(OCC(=O)N[C@@H]2CCS(=O)(=O)C2)cc1",0,0
"CC(=O)c1cccc(NC(=O)N[C@H](C)c2ccncc2)c1",0,0
"CC(=O)c1cnc(Nc2nc(C)c3ccc(C)cc3n2)nc1C",0,0
"CC(C)(C)NC(=O)CSc1nnnn1C(C)(C)C",0,0
"CC(C)(C)NC(=O)NC(=O)Cn1cc(C(F)(F)F)ccc1=O",0,0
"CC(C)(C)[NH2+]C[C@@H](O)c1cc(Cl)c(N)c(Cl)c1",0,0
"CC(C)(C)c1ccc(C(=O)CSc2ncn[nH]2)cc1",0,0
"CC(C)C(=O)Nc1cc(C(F)(F)F)ccc1N1CCOCC1",0,0
"CC(C)CNC(=O)CN(C1CCCCC1)S(C)(=O)=O",0,0
"CC(C)Cc1nnc(NC(=O)CSc2ncn[nH]2)s1",0,0
"CC(C)n1c(NCc2cccs2)nc2ccccc21",0,0
"CC([NH3+])=C(C#N)C(=O)COc1ncnc2ccccc12",0,0
"CC/C(=C1/C(=O)CC(C)(C)[C@H](C(=O)OC)C1=O)[NH+]1CCCC1",0,0
"CC1(C)C(=O)C2(CCCC2)C(=O)O[C@@H]1c1ccco1",0,0
"CC1(C)CC(=O)C=C(Nc2cc(-c3ccccc3)[nH]n2)C1",0,0
